"","PERC_N.9.comps"
"Wave_2338",0.586202895074071
"Wave_2339",0.626308892503397
"Wave_2340",0.61356738206797
"Wave_2341",0.583463141602645
"Wave_2342",0.543364045943077
"Wave_2343",0.447649664877963
"Wave_2344",0.392954136200669
"Wave_2345",0.374096521569083
"Wave_2346",0.31544545328571
"Wave_2347",0.244165636618874
"Wave_2348",0.175390500264794
"Wave_2349",0.0643427132873771
"Wave_2350",-0.00159854915288257
"Wave_2351",-0.0310446066025241
"Wave_2352",-0.077868324330464
"Wave_2353",-0.136594611044826
"Wave_2354",-0.150769214739685
"Wave_2355",-0.148083697276055
"Wave_2356",-0.134112013781039
"Wave_2357",-0.0696966310206533
"Wave_2358",-0.029439271801074
"Wave_2359",0.00622197140031336
"Wave_2360",0.0427410259665753
"Wave_2361",0.0618039599744198
"Wave_2362",0.105873409984294
"Wave_2363",0.186786376302352
"Wave_2364",0.228861377495218
"Wave_2365",0.264908477061056
"Wave_2366",0.302070563155551
"Wave_2367",0.310273130135786
"Wave_2368",0.319465306964806
"Wave_2369",0.320781104385994
"Wave_2370",0.344300141379152
"Wave_2371",0.394869912105632
"Wave_2372",0.404498486456587
"Wave_2373",0.401136810925389
"Wave_2374",0.411963081667022
"Wave_2375",0.400436836512243
"Wave_2376",0.388657413536108
"Wave_2377",0.402349593544974
"Wave_2378",0.406567911584598
"Wave_2379",0.40831478875707
"Wave_2380",0.356059066775845
"Wave_2381",0.342966131870868
"Wave_2382",0.355167359796696
"Wave_2383",0.335836202241897
"Wave_2384",0.315866051731602
"Wave_2385",0.292377919649022
"Wave_2386",0.253781552703884
"Wave_2387",0.242732359930735
"Wave_2388",0.236747887016041
"Wave_2389",0.213122341031817
"Wave_2390",0.212878615691283
"Wave_2391",0.256588293929698
"Wave_2392",0.320183849381314
"Wave_2393",0.38686337454974
"Wave_2394",0.4147837908642
"Wave_2395",0.389079241963408
"Wave_2396",0.393357102274631
"Wave_2397",0.455263165733892
"Wave_2398",0.494782618457485
"Wave_2399",0.481904060626756
"Wave_2400",0.484932692648053
