"","CELL_PERC_DW.13.comps"
"Wave_1439",-1.54428250085271
"Wave_1440",-2.17023869300985
"Wave_1441",-2.62683572390625
"Wave_1442",-2.83266939417949
"Wave_1443",-3.47095600423307
"Wave_1444",-4.34365200943807
"Wave_1445",-4.62481432084162
"Wave_1446",-4.84913856364839
"Wave_1447",-5.73768109639278
"Wave_1448",-6.20074242044028
"Wave_1449",-6.40351059614617
"Wave_1450",-7.17711143272772
"Wave_1451",-7.42684432348327
"Wave_1452",-7.39476756502647
"Wave_1453",-7.7698398942692
"Wave_1454",-7.99441576211155
"Wave_1455",-8.51726573736867
"Wave_1456",-9.22157854277653
"Wave_1457",-9.31328131408776
"Wave_1458",-9.29800837052838
"Wave_1459",-9.50468570965841
"Wave_1460",-9.60722798168456
"Wave_1461",-9.4532365043712
"Wave_1462",-9.27884088656156
"Wave_1463",-9.116609775334
"Wave_1464",-8.83203413217529
"Wave_1465",-8.16443830707785
"Wave_1466",-7.98171103918474
"Wave_1467",-8.14825208740197
"Wave_1468",-7.86873629233763
"Wave_1469",-7.53514982083355
"Wave_1470",-7.24616694659617
"Wave_1471",-6.85721507835611
"Wave_1472",-6.3790331414081
"Wave_1473",-5.7593518700414
"Wave_1474",-5.52891499110661
"Wave_1475",-5.3694962607115
"Wave_1476",-4.92829081220182
"Wave_1477",-4.52084018274389
"Wave_1478",-4.47873016451788
"Wave_1479",-4.12459303575877
"Wave_1480",-3.70867794935832
"Wave_1481",-2.91154117530672
"Wave_1482",-2.06894011280309
"Wave_1483",-1.41584067870254
"Wave_1484",-0.374168898326723
"Wave_1485",0.416341998473814
"Wave_1486",0.895492082880518
"Wave_1487",1.65306063879479
"Wave_1488",2.60348664420875
"Wave_1489",3.51183608768899
"Wave_1490",4.39175649612997
"Wave_1491",5.58262976856519
"Wave_1492",6.50378343069901
"Wave_1493",6.99051219781377
"Wave_1494",7.51915997434684
"Wave_1495",8.13342414655555
"Wave_1496",8.79486997870999
"Wave_1497",9.4528449927727
"Wave_1498",10.3286889977089
"Wave_1499",11.0431043526733
"Wave_1500",11.5926593886811
"Wave_1501",12.3175185416759
"Wave_1502",12.5890350285991
"Wave_1503",12.6692640252852
"Wave_1504",13.2512109075522
"Wave_1505",13.765337541153
"Wave_1506",13.8092030203266
"Wave_1507",14.1227562779555
"Wave_1508",14.836332501073
"Wave_1509",14.8511619155816
"Wave_1510",14.5308681967908
"Wave_1511",14.5876504161527
"Wave_1512",14.5885550417046
"Wave_1513",14.7777202447015
"Wave_1514",14.9298441449157
"Wave_1515",14.7071603765549
"Wave_1516",13.8809723982791
"Wave_1517",13.5749413420891
"Wave_1518",13.4457845698939
"Wave_1519",13.1242151854051
"Wave_1520",12.8227716959697
"Wave_1521",12.6371718025857
"Wave_1522",12.4621560874475
"Wave_1523",11.9426068113666
"Wave_1524",11.3387332912944
"Wave_1525",11.0692947298797
"Wave_1526",10.7162635821673
"Wave_1527",10.0577910672558
"Wave_1528",9.62727499383688
"Wave_1529",9.17073649755965
"Wave_1530",8.17756298120697
"Wave_1531",7.48135195578142
"Wave_1532",7.02226203469008
"Wave_1533",6.70694722158799
"Wave_1534",6.75752851416035
"Wave_1535",6.13615338862922
"Wave_1536",5.16633875940185
"Wave_1537",4.84256686295505
"Wave_1538",4.4504258193472
"Wave_1539",3.55223376770972
"Wave_1540",3.06758631983367
"Wave_1541",3.18931594705145
"Wave_1542",3.00004892205708
"Wave_1543",2.25436176236508
"Wave_1544",2.03648802786015
"Wave_1545",1.6814568687291
"Wave_1546",0.717967407517772
"Wave_1547",0.594267154284611
"Wave_1548",1.02643644982587
"Wave_1549",1.01342885783275
"Wave_1550",0.870113811454639
"Wave_1551",0.812652866414209
"Wave_1552",0.651633793564841
"Wave_1553",0.292409954756423
"Wave_1554",0.0214179676788842
"Wave_1555",0.0161535224523348
"Wave_1556",-0.13837229243074
"Wave_1557",-0.463813858361759
"Wave_1558",-0.829612196808541
"Wave_1559",-1.21100106874779
"Wave_1560",-1.31808429701436
"Wave_1561",-1.30935153253811
"Wave_1562",-1.37715201567758
"Wave_1563",-1.53987587865485
"Wave_1564",-1.73626804594712
"Wave_1565",-1.89992482065812
"Wave_1566",-1.9775232971788
"Wave_1567",-1.88093819641335
"Wave_1568",-1.83852431546089
"Wave_1569",-1.97559062311956
"Wave_1570",-2.22359621213766
"Wave_1571",-2.13795825476458
"Wave_1572",-2.31538695361751
"Wave_1573",-2.74790845866123
"Wave_1574",-2.11188329499736
"Wave_1575",-1.74238256430048
"Wave_1576",-2.4792697004454
"Wave_1577",-3.03337755161941
"Wave_1578",-3.3590827837934
"Wave_1579",-3.7394795637779
"Wave_1580",-3.82335040769412
"Wave_1581",-3.6320421597418
"Wave_1582",-3.94812540831395
"Wave_1583",-4.24450950823786
"Wave_1584",-3.87339167321308
"Wave_1585",-4.03812561125754
"Wave_1586",-4.46227103942853
"Wave_1587",-4.36135520097004
"Wave_1588",-4.33636847813829
"Wave_1589",-4.4578677361385
"Wave_1590",-4.48469168063376
"Wave_1591",-4.68591392280909
"Wave_1592",-5.33119485590608
"Wave_1593",-5.83676536850139
"Wave_1594",-5.49935639694124
"Wave_1595",-5.47486817994866
"Wave_1596",-5.97801771134548
"Wave_1597",-5.82373118032939
"Wave_1598",-5.73495637417238
"Wave_1599",-5.66345102853331
"Wave_1600",-5.59669704911871
"Wave_1601",-6.10467701751931
"Wave_1602",-6.4336120056217
"Wave_1603",-6.99528072906568
"Wave_1604",-7.62673392872773
"Wave_1605",-7.12413879213741
"Wave_1606",-6.59965419410009
"Wave_1607",-6.98139206158116
"Wave_1608",-7.05105576447091
"Wave_1609",-6.7181151040364
"Wave_1610",-6.93081754288511
"Wave_1611",-7.29669514402315
"Wave_1612",-7.20868538108436
"Wave_1613",-7.27372476472499
"Wave_1614",-7.45690887412043
"Wave_1615",-7.29986939819354
"Wave_1616",-7.54788171886449
"Wave_1617",-8.11841447426638
"Wave_1618",-8.51180906738129
"Wave_1619",-8.80576350874746
"Wave_1620",-8.87861210116932
"Wave_1621",-8.96337921270828
"Wave_1622",-9.45831938599343
"Wave_1623",-10.0217421536754
"Wave_1624",-10.3298838615557
"Wave_1625",-11.0878603988286
"Wave_1626",-11.9818240123208
"Wave_1627",-12.3651329950549
"Wave_1628",-12.6987730195981
"Wave_1629",-12.7598935128793
"Wave_1630",-12.695400094324
"Wave_1631",-13.245812369167
"Wave_1632",-13.874453926363
"Wave_1633",-13.945245059726
"Wave_1634",-13.4452459891917
"Wave_1635",-12.8126678328543
"Wave_1636",-12.6819435975892
"Wave_1637",-12.6858923416794
"Wave_1638",-12.6489590110661
"Wave_1639",-12.5569942611314
"Wave_1640",-11.9350978960307
"Wave_1641",-11.287277207777
"Wave_1642",-11.123752731985
"Wave_1643",-10.8409888798989
"Wave_1644",-10.5758355019764
"Wave_1645",-10.1751394370474
"Wave_1646",-9.29646488279036
"Wave_1647",-8.94497825251617
"Wave_1648",-9.03329795625945
"Wave_1649",-9.20627143260723
"Wave_1650",-9.29707121181067
"Wave_1651",-8.9791414604807
"Wave_1652",-8.71764302387013
"Wave_1653",-8.74822968609215
"Wave_1654",-8.74949414273199
"Wave_1655",-8.90069262389269
"Wave_1656",-8.72160580116982
"Wave_1657",-7.50099007626122
"Wave_1658",-6.8465066313166
"Wave_1659",-6.63981451663587
"Wave_1660",-6.10298432256981
"Wave_1661",-6.05395236393921
"Wave_1662",-5.72596648160882
"Wave_1663",-5.11955639671068
"Wave_1664",-4.99070787092189
"Wave_1665",-5.07282305539106
"Wave_1666",-5.21251882287829
"Wave_1667",-5.48929782869765
"Wave_1668",-5.37114153026258
"Wave_1669",-5.14819264691127
"Wave_1670",-5.27232775263344
"Wave_1671",-5.08247037922215
"Wave_1672",-5.07382864151575
"Wave_1673",-4.99391257117198
"Wave_1674",-4.17346989697674
"Wave_1675",-3.71032344769584
"Wave_1676",-3.49565427725675
"Wave_1677",-2.75853217591278
"Wave_1678",-2.33657690049243
"Wave_1679",-2.13922304818689
"Wave_1680",-2.05987085194857
"Wave_1681",-2.34337213543669
"Wave_1682",-2.01444815075538
"Wave_1683",-1.50483038074874
"Wave_1684",-1.53701452995459
"Wave_1685",-1.65201836736983
"Wave_1686",-1.65579852880324
"Wave_1687",-2.14671366348344
"Wave_1688",-2.69430568146023
"Wave_1689",-2.37670559250765
"Wave_1690",-2.45261543514762
"Wave_1691",-2.85381616376464
"Wave_1692",-2.35966344554313
"Wave_1693",-1.86563552571234
"Wave_1694",-1.74848408744323
"Wave_1695",-1.57946645627284
"Wave_1696",-1.29769082702537
"Wave_1697",-1.13907412743969
"Wave_1698",-1.02541486147355
"Wave_1699",-1.36469594800423
"Wave_1700",-1.14569622031305
"Wave_1701",-0.290661318088097
"Wave_1702",-0.0340635035828386
"Wave_1703",0.165578563003218
"Wave_1704",-0.0263523490835749
"Wave_1705",0.0991448835989277
"Wave_1706",0.158207637231312
"Wave_1707",0.0425856891740746
"Wave_1708",0.256679849785084
"Wave_1709",0.446825330293416
"Wave_1710",0.578510637082415
"Wave_1711",0.649842149129137
"Wave_1712",1.11860726890757
"Wave_1713",1.90952386640917
"Wave_1714",2.74695396267057
"Wave_1715",4.0587937866792
"Wave_1716",5.46570795602385
"Wave_1717",6.07936210576414
"Wave_1718",6.95524419044199
"Wave_1719",8.56430250936472
"Wave_1720",9.34337020920774
"Wave_1721",9.55916455881551
"Wave_1722",10.06064489717
"Wave_1723",10.3984872721093
"Wave_1724",10.5564697179105
"Wave_1725",10.9873397002971
"Wave_1726",10.3173214691181
"Wave_1727",8.6078240432854
"Wave_1728",7.74933278759111
"Wave_1729",7.28414670572674
"Wave_1730",6.77125911998639
"Wave_1731",6.41637007648907
"Wave_1732",5.90265407573176
"Wave_1733",5.26199593378971
"Wave_1734",4.94460644422758
"Wave_1735",4.9418902723835
"Wave_1736",4.6991358037105
"Wave_1737",4.46543518273772
"Wave_1738",5.06700099876914
"Wave_1739",6.19303124930517
"Wave_1740",6.77618620632899
"Wave_1741",7.02601235709106
"Wave_1742",7.43647437922619
"Wave_1743",7.19062751308539
"Wave_1744",7.49110257362903
"Wave_1745",7.42248594625939
"Wave_1746",6.28974836694982
"Wave_1747",6.19314351145347
"Wave_1748",6.79735408155878
"Wave_1749",6.60025483647618
"Wave_1750",6.67867579035125
"Wave_1751",6.52708831127487
"Wave_1752",5.54745709019844
"Wave_1753",4.79216841048224
"Wave_1754",4.53751688558976
"Wave_1755",3.47944164525071
"Wave_1756",1.50749586195119
"Wave_1757",0.576570263484606
"Wave_1758",0.0326489799153075
"Wave_1759",-1.51901610348435
"Wave_1760",-2.33221238542386
"Wave_1761",-3.74248328872838
"Wave_1762",-5.40037808885603
"Wave_1763",-6.65163910577079
"Wave_1764",-8.60252674829277
"Wave_1765",-10.1643293006707
"Wave_1766",-11.0421603980093
"Wave_1767",-12.3891718984002
"Wave_1768",-13.008462334108
"Wave_1769",-13.217040685409
"Wave_1770",-14.7532753840582
"Wave_1771",-15.9027836016121
"Wave_1772",-16.6826464377031
"Wave_1773",-18.631370288759
"Wave_1774",-20.3685818652802
"Wave_1775",-21.3782266705949
"Wave_1776",-22.2771148854484
"Wave_1777",-22.9781064299689
"Wave_1778",-23.2920742285971
"Wave_1779",-22.943615197918
"Wave_1780",-22.9180380160286
"Wave_1781",-22.6673757272555
"Wave_1782",-22.3659084767723
"Wave_1783",-22.6072436028313
"Wave_1784",-22.4006112492045
"Wave_1785",-21.5234390785496
"Wave_1786",-20.6545281055782
"Wave_1787",-19.5264298266633
"Wave_1788",-18.692839804795
"Wave_1789",-17.9109139796544
"Wave_1790",-17.3004594899363
"Wave_1791",-17.1760071831505
"Wave_1792",-16.5502300173067
"Wave_1793",-15.5017918917951
"Wave_1794",-14.8158756675949
"Wave_1795",-14.0744465085879
"Wave_1796",-13.5506453594002
"Wave_1797",-13.4129315071895
"Wave_1798",-13.4067147335982
"Wave_1799",-13.361802685279
"Wave_1800",-13.0027004560688
"Wave_1801",-11.041341725667
"Wave_1802",-7.40978195876782
"Wave_1803",-5.77941468559711
"Wave_1804",-5.72928381370627
"Wave_1805",-4.40649608219568
"Wave_1806",-2.73726957668712
"Wave_1807",-1.37754273070928
"Wave_1808",1.02270812135242
"Wave_1809",3.33657771472262
"Wave_1810",5.94660257064227
"Wave_1811",7.43173144304766
"Wave_1812",7.44131855538197
"Wave_1813",8.01214878546256
"Wave_1814",8.43987655254418
"Wave_1815",8.23145267618266
"Wave_1816",8.42897043558098
"Wave_1817",9.55023388570823
"Wave_1818",10.4812010955943
"Wave_1819",10.8210478910878
"Wave_1820",10.8196606190656
"Wave_1821",11.7884899121234
"Wave_1822",12.5529557753778
"Wave_1823",12.6152608032223
"Wave_1824",12.6038235009904
"Wave_1825",13.016022713375
"Wave_1826",13.345817827166
"Wave_1827",14.1961753683324
"Wave_1828",15.608827179696
"Wave_1829",15.7438475578242
"Wave_1830",15.3843324353312
"Wave_1831",15.3579522249448
"Wave_1832",15.788510807404
"Wave_1833",18.1525387783287
"Wave_1834",18.9135133646709
"Wave_1835",19.2160665777351
"Wave_1836",18.5189092178264
"Wave_1837",17.878774503368
"Wave_1838",17.1761345415834
"Wave_1839",18.4811318626893
"Wave_1840",20.3050748869228
"Wave_1841",20.1051845594051
"Wave_1842",18.6611893041863
"Wave_1843",18.1141702512553
"Wave_1844",16.7299281023121
"Wave_1845",14.8873269155217
"Wave_1846",15.4866271936923
"Wave_1847",17.0715944042855
"Wave_1848",16.6297041653498
"Wave_1849",16.7966633860277
"Wave_1850",16.9163794638946
"Wave_1851",16.4633381830814
"Wave_1852",16.1543881210224
"Wave_1853",16.4034456915163
"Wave_1854",15.9633625391313
"Wave_1855",14.4171725415216
"Wave_1856",14.2480855476761
"Wave_1857",14.3107055401965
"Wave_1858",14.1935019872542
"Wave_1859",14.6091887673995
"Wave_1860",14.9155002003857
"Wave_1861",14.7181857753738
"Wave_1862",14.1595386881214
"Wave_1863",13.5586288698946
"Wave_1864",12.6240891802701
"Wave_1865",11.4397780803082
"Wave_1866",11.0285229180125
"Wave_1867",10.395499944817
"Wave_1868",9.87293030359993
"Wave_1869",10.3076850768407
"Wave_1870",9.69267856594695
"Wave_1871",8.5539908851496
"Wave_1872",7.12668112560861
"Wave_1873",4.22586811309923
"Wave_1874",3.21899298933185
"Wave_1875",2.93830285197729
"Wave_1876",2.9834756289712
"Wave_1877",2.41440816055845
"Wave_1878",1.77096486299344
"Wave_1879",1.27586608727045
"Wave_1880",-0.355683481672959
"Wave_1881",-1.56478451654041
"Wave_1882",-1.84674565849665
"Wave_1883",-2.42334684900618
"Wave_1884",-4.39740288683199
"Wave_1885",-5.1931619581633
"Wave_1886",-4.66128168454285
"Wave_1887",-4.06775126116829
"Wave_1888",-5.45475344362222
"Wave_1889",-6.40776939103887
"Wave_1890",-7.29507596728686
"Wave_1891",-8.90863181759816
"Wave_1892",-10.1026308444041
"Wave_1893",-10.9817578710012
"Wave_1894",-11.478544625966
"Wave_1895",-11.3638849162256
"Wave_1896",-11.895966126431
"Wave_1897",-12.6203520755278
"Wave_1898",-13.3005313077307
"Wave_1899",-12.8412454957648
"Wave_1900",-12.5905390022693
"Wave_1901",-11.4949986401421
"Wave_1902",-8.2634439974028
"Wave_1903",-6.20425782041683
"Wave_1904",-4.71086318238553
"Wave_1905",-3.07057072305894
"Wave_1906",-1.02165684517698
"Wave_1907",0.688022271776049
"Wave_1908",1.67802712884156
"Wave_1909",3.2412148398816
"Wave_1910",5.56749313921544
"Wave_1911",8.48486769328117
"Wave_1912",10.6566293721559
"Wave_1913",13.5702927676634
"Wave_1914",15.9610140431923
"Wave_1915",17.4550586243088
"Wave_1916",19.0921776682855
"Wave_1917",21.7935571169786
"Wave_1918",22.8979562332261
"Wave_1919",22.0417410507259
"Wave_1920",22.2497321405208
"Wave_1921",22.7354486318569
"Wave_1922",23.1607589350177
"Wave_1923",22.8889642865457
"Wave_1924",23.0778219850987
"Wave_1925",22.9189756640007
"Wave_1926",21.9555243349612
"Wave_1927",20.6955139932562
"Wave_1928",19.5069642200615
"Wave_1929",18.2578565117006
"Wave_1930",16.2142541586352
"Wave_1931",14.3430433849902
"Wave_1932",12.3160029549056
"Wave_1933",10.6348715923699
"Wave_1934",8.79249471157228
"Wave_1935",6.35359896840421
"Wave_1936",4.39791627624039
"Wave_1937",2.46311890556473
"Wave_1938",1.13594705230828
"Wave_1939",0.792301809305207
"Wave_1940",-0.456295883144977
"Wave_1941",-2.14373734528448
"Wave_1942",-3.00688391071539
"Wave_1943",-3.96407113881174
"Wave_1944",-5.40820964933697
"Wave_1945",-6.85188787821599
"Wave_1946",-7.97873809502336
"Wave_1947",-8.76054968963267
"Wave_1948",-9.66326082299598
"Wave_1949",-10.7179714993585
"Wave_1950",-11.4769917062822
"Wave_1951",-11.9787973083667
"Wave_1952",-12.5803679188065
"Wave_1953",-13.4241633116103
"Wave_1954",-14.1743956954315
"Wave_1955",-14.3571081585979
"Wave_1956",-14.7628153999326
"Wave_1957",-16.4446903445008
"Wave_1958",-16.0008977860169
"Wave_1959",-13.1391913760879
"Wave_1960",-12.6378864823944
"Wave_1961",-12.8616358771045
"Wave_1962",-12.238453652431
"Wave_1963",-12.1183746411258
"Wave_1964",-12.2719754422179
"Wave_1965",-12.2882733670476
"Wave_1966",-11.0951973766341
"Wave_1967",-11.0045231892773
"Wave_1968",-12.5319426230682
"Wave_1969",-12.3656846836857
"Wave_1970",-11.1096638987211
"Wave_1971",-10.4506988070717
"Wave_1972",-9.25176629407117
"Wave_1973",-8.80827579142594
"Wave_1974",-9.55605161285676
"Wave_1975",-9.10440459222441
"Wave_1976",-8.25430550060737
"Wave_1977",-7.54999358907575
"Wave_1978",-6.58632557245415
"Wave_1979",-4.29982280096532
"Wave_1980",-3.78226998002918
"Wave_1981",-4.57819419710164
"Wave_1982",-4.34076408968534
"Wave_1983",-4.30631907136712
"Wave_1984",-4.0434098135544
"Wave_1985",-3.32757499842459
"Wave_1986",-2.53235632084784
"Wave_1987",-0.997893268228205
"Wave_1988",-0.736235084451975
"Wave_1989",-1.61540073449238
"Wave_1990",-1.59721098486384
"Wave_1991",-1.15770235002226
"Wave_1992",-0.921394500892533
"Wave_1993",-1.01012756296232
"Wave_1994",-0.420782239893346
"Wave_1995",0.0867150041285167
"Wave_1996",-0.0292862991083986
"Wave_1997",-0.251122718054462
"Wave_1998",-0.237663757495879
"Wave_1999",0.225941201531417
"Wave_2000",0.742444334189208
"Wave_2001",0.564918825622162
"Wave_2002",0.0195790149855211
"Wave_2003",0.707452862980681
"Wave_2004",1.04977943456749
"Wave_2005",0.523246984216131
"Wave_2006",0.532474822998781
"Wave_2007",1.7127956371986
"Wave_2008",1.99253089237003
"Wave_2009",1.43036599557757
"Wave_2010",1.22937382771652
"Wave_2011",1.57780992137355
"Wave_2012",1.23488721998903
"Wave_2013",-0.695548090459026
"Wave_2014",-0.900575745024461
"Wave_2015",-0.126660814458811
"Wave_2016",0.49582977478983
"Wave_2017",0.776924234491599
"Wave_2018",2.02138829648246
"Wave_2019",2.50235627899841
"Wave_2020",1.72494077127842
"Wave_2021",1.79592803596767
"Wave_2022",2.35841124375822
"Wave_2023",2.91533789999154
"Wave_2024",3.61450118618407
"Wave_2025",4.22481637327447
"Wave_2026",5.59311051357877
"Wave_2027",6.01536625884283
"Wave_2028",5.78988375534545
"Wave_2029",5.1191139608695
"Wave_2030",4.94567383900101
"Wave_2031",4.31962431643175
"Wave_2032",4.16014284097293
"Wave_2033",4.86519072895221
"Wave_2034",4.74360721605952
"Wave_2035",3.62907799763526
"Wave_2036",3.74497415913261
"Wave_2037",4.36996128308916
"Wave_2038",4.79950051923669
"Wave_2039",5.99381131650614
"Wave_2040",6.76491329218644
"Wave_2041",7.5270789950487
"Wave_2042",7.61657068935484
