"","SAMPLE_dN15.14.comps"
"Wave_2039",5.5565192416429
"Wave_2040",5.31215405591777
"Wave_2041",4.8391468941403
"Wave_2042",4.51141970569843
"Wave_2043",3.89765589959547
"Wave_2044",3.70943251002841
"Wave_2045",3.96326158654968
"Wave_2046",5.39227789457716
"Wave_2047",5.77447203210421
"Wave_2048",6.2034140848303
"Wave_2049",6.00913513074934
"Wave_2050",4.5484306858166
"Wave_2051",4.43348978675976
"Wave_2052",4.96761472816191
"Wave_2053",4.87741877207987
"Wave_2054",5.61735529731245
"Wave_2055",5.47621797360122
"Wave_2056",4.38530814482943
"Wave_2057",3.34930959748943
"Wave_2058",2.48602155681115
"Wave_2059",1.62172412214701
"Wave_2060",1.3043871382909
"Wave_2061",1.34962574030284
"Wave_2062",0.776021842909184
"Wave_2063",0.12965676858568
"Wave_2064",-0.211596675008861
"Wave_2065",-0.360596623114549
"Wave_2066",-1.1673138376914
"Wave_2067",-2.02812459947946
"Wave_2068",-2.91578987809232
"Wave_2069",-4.58748500721175
"Wave_2070",-6.21160248242318
"Wave_2071",-6.87067215923586
"Wave_2072",-7.04168717353675
"Wave_2073",-7.56970369600799
"Wave_2074",-7.07859556674625
"Wave_2075",-7.33117485224375
"Wave_2076",-7.71404719871763
"Wave_2077",-8.3838893567718
"Wave_2078",-9.85908842796999
"Wave_2079",-10.3173204531639
"Wave_2080",-10.1815679405866
"Wave_2081",-10.1764010527462
"Wave_2082",-9.51398219264592
"Wave_2083",-9.28892887726806
"Wave_2084",-9.26592132047496
"Wave_2085",-9.84424239658871
"Wave_2086",-9.80300866847387
"Wave_2087",-9.43318519751806
"Wave_2088",-9.55645555936089
"Wave_2089",-10.3325154992851
"Wave_2090",-10.3615617754637
"Wave_2091",-10.6234025339172
"Wave_2092",-9.82869176219438
"Wave_2093",-7.47969093111772
"Wave_2094",-6.81056016261434
"Wave_2095",-6.94470130662936
"Wave_2096",-6.00604821488001
"Wave_2097",-5.12425782108083
"Wave_2098",-4.48794846001393
"Wave_2099",-3.46838506488653
"Wave_2100",-2.21295143953299
"Wave_2101",-1.81896133766266
"Wave_2102",-0.393447937484867
"Wave_2103",1.78269460662194
"Wave_2104",4.69769673168339
"Wave_2105",5.3248398621163
"Wave_2106",4.46268360082214
"Wave_2107",5.49737686313216
"Wave_2108",7.69299303824285
"Wave_2109",7.78430103964764
"Wave_2110",6.98327324450504
"Wave_2111",7.56950990590567
"Wave_2112",7.54216039042653
"Wave_2113",7.3602289119667
"Wave_2114",8.6320799322783
"Wave_2115",9.55844190018394
"Wave_2116",9.9527515834461
"Wave_2117",8.97590867044793
"Wave_2118",8.90856367204785
"Wave_2119",10.3755793450845
"Wave_2120",10.2341884443317
"Wave_2121",8.04878138191547
"Wave_2122",5.64445870980257
"Wave_2123",4.69998264831356
"Wave_2124",3.69583483938628
"Wave_2125",3.15519124435458
"Wave_2126",1.68999888857477
"Wave_2127",0.0414930060137507
"Wave_2128",-1.35352940417106
"Wave_2129",-3.39807500948555
"Wave_2130",-4.64177848682391
"Wave_2131",-4.72402479005375
"Wave_2132",-5.75523566000234
"Wave_2133",-7.56165261327608
"Wave_2134",-8.61944172081287
"Wave_2135",-10.0741932526007
"Wave_2136",-10.5687726950684
"Wave_2137",-9.6454335142083
"Wave_2138",-8.57803964578457
"Wave_2139",-7.96324086462474
"Wave_2140",-9.14842679985144
"Wave_2141",-9.19013983854412
"Wave_2142",-9.67393468820857
"Wave_2143",-9.91135870965649
"Wave_2144",-9.47313850216586
"Wave_2145",-8.9675542732501
"Wave_2146",-8.65413393976899
"Wave_2147",-8.61648531551733
"Wave_2148",-8.41375858971697
"Wave_2149",-7.97648668506236
"Wave_2150",-7.93820786147559
"Wave_2151",-7.68400412268188
"Wave_2152",-7.10779206104416
"Wave_2153",-5.95616367087296
"Wave_2154",-5.74290051118605
"Wave_2155",-6.42927695335845
"Wave_2156",-4.60337288302903
"Wave_2157",-2.00193828563927
"Wave_2158",-1.32539939512576
"Wave_2159",0.150954651160892
"Wave_2160",1.60152540690891
"Wave_2161",1.68094051403941
"Wave_2162",1.93989147788111
"Wave_2163",3.20272739377849
"Wave_2164",4.48299343418445
"Wave_2165",5.01142040761447
"Wave_2166",5.80313169303925
"Wave_2167",8.46156352769054
"Wave_2168",8.62274802427045
"Wave_2169",6.21914995509178
"Wave_2170",5.31056102574216
"Wave_2171",4.13899483917865
"Wave_2172",3.13920871054536
"Wave_2173",2.18518608475825
"Wave_2174",2.36790983794795
"Wave_2175",2.82818120299147
"Wave_2176",4.28365841641061
"Wave_2177",5.69066588908389
"Wave_2178",4.3673890079088
"Wave_2179",2.13801936351896
"Wave_2180",1.09501996903907
"Wave_2181",-0.559529752401984
"Wave_2182",-2.61211914464641
"Wave_2183",-3.32540976115132
"Wave_2184",-3.85373719928641
"Wave_2185",-4.27452385363634
"Wave_2186",-3.18031432342111
"Wave_2187",-3.09592791903835
"Wave_2188",-3.52194717486906
"Wave_2189",-4.10809873711802
"Wave_2190",-5.42773000266502
"Wave_2191",-5.78759609054152
"Wave_2192",-6.23602122778983
"Wave_2193",-6.25340480406039
"Wave_2194",-5.13890694449333
"Wave_2195",-3.90688006296551
"Wave_2196",-6.03903856607063
"Wave_2197",-7.59932795026067
"Wave_2198",-6.87988180867922
"Wave_2199",-6.66632356550593
"Wave_2200",-7.10019508264792
"Wave_2201",-5.69340005524
"Wave_2202",-5.14309657588652
"Wave_2203",-7.05905952333729
"Wave_2204",-7.66042783387615
"Wave_2205",-6.54721028109534
"Wave_2206",-5.6139080447398
"Wave_2207",-5.34278825638983
"Wave_2208",-5.22338316343696
"Wave_2209",-4.46137794374131
"Wave_2210",-3.1822686153631
"Wave_2211",-2.53488428645086
"Wave_2212",-1.71911288543334
"Wave_2213",0.914985062049994
"Wave_2214",2.22360136785618
"Wave_2215",1.45908619520504
"Wave_2216",2.42012136701392
"Wave_2217",4.78890295828411
"Wave_2218",5.70914760853389
"Wave_2219",7.46054301615907
"Wave_2220",10.4282603826149
"Wave_2221",12.1165092989651
"Wave_2222",14.4433470854044
"Wave_2223",17.1139424670317
"Wave_2224",17.2647359274031
"Wave_2225",17.8059070701894
"Wave_2226",20.2864251627802
"Wave_2227",21.8717060654031
"Wave_2228",23.3845597397614
"Wave_2229",24.4120573581793
"Wave_2230",25.5864473894903
"Wave_2231",25.6562032201628
"Wave_2232",24.4715476064019
"Wave_2233",24.415582518022
"Wave_2234",24.609198016499
"Wave_2235",23.9962363233936
"Wave_2236",23.809184271027
"Wave_2237",22.8715858565493
"Wave_2238",20.1939442551184
"Wave_2239",18.9080502805064
"Wave_2240",18.7753801574862
"Wave_2241",16.7919612680977
"Wave_2242",14.6311592668995
"Wave_2243",12.1816238460107
"Wave_2244",8.47484099482479
"Wave_2245",4.40257974952368
"Wave_2246",0.502157863533576
"Wave_2247",-3.06416469319597
"Wave_2248",-5.91878185325062
"Wave_2249",-8.72632373685442
"Wave_2250",-12.3653094167485
"Wave_2251",-15.0310526518649
"Wave_2252",-16.3076536884298
"Wave_2253",-17.2612492829434
"Wave_2254",-17.2203521447619
"Wave_2255",-17.9918031673246
"Wave_2256",-18.9672535772482
"Wave_2257",-23.0752649552377
"Wave_2258",-22.6266654765489
"Wave_2259",-18.8559079362838
"Wave_2260",-16.89797859802
"Wave_2261",-13.6573242358911
"Wave_2262",-11.7994616788509
"Wave_2263",-12.5971995009258
"Wave_2264",-9.72431490584345
"Wave_2265",-4.21715360709896
"Wave_2266",-0.993916488442258
"Wave_2267",4.09580365191557
"Wave_2268",6.97503778422043
"Wave_2269",6.80898725075185
"Wave_2270",7.52760831956014
"Wave_2271",7.1687019478462
"Wave_2272",8.12349759482897
"Wave_2273",10.778438748217
"Wave_2274",11.8012132968633
"Wave_2275",12.7883638168109
"Wave_2276",13.4227832011691
"Wave_2277",14.418006505015
"Wave_2278",11.7976542399543
"Wave_2279",11.2239947919555
"Wave_2280",11.8900000252824
"Wave_2281",7.68498964136969
"Wave_2282",5.69218892475612
"Wave_2283",5.71445714668508
"Wave_2284",2.4448882301387
"Wave_2285",-0.486627337703596
"Wave_2286",-2.80064987165825
"Wave_2287",-5.34259151499406
"Wave_2288",-8.23961525365234
"Wave_2289",-10.6435401732639
"Wave_2290",-10.6808671923114
"Wave_2291",-13.3403134537592
"Wave_2292",-17.9058944755585
"Wave_2293",-21.6830687795577
"Wave_2294",-26.5066667029816
"Wave_2295",-29.7058668851313
"Wave_2296",-32.1712165812904
"Wave_2297",-34.3716421112169
"Wave_2298",-36.5768916416206
"Wave_2299",-36.5620173727984
"Wave_2300",-34.7792937164775
"Wave_2301",-33.613384807281
"Wave_2302",-31.6066292981092
"Wave_2303",-28.239849162968
"Wave_2304",-24.3077612093248
"Wave_2305",-21.1829509499902
"Wave_2306",-16.8838020171158
"Wave_2307",-12.0546744262199
"Wave_2308",-7.10136063083662
"Wave_2309",-3.15652241222573
"Wave_2310",1.83221417460958
"Wave_2311",5.46622990652572
"Wave_2312",6.26662670069976
"Wave_2313",8.12220066736727
"Wave_2314",10.3809820043814
"Wave_2315",13.5546103568971
"Wave_2316",13.249250575639
"Wave_2317",10.9192816272915
"Wave_2318",12.2002723040616
"Wave_2319",13.9385323171547
"Wave_2320",12.2380078688543
"Wave_2321",12.514285280792
"Wave_2322",13.2568961607947
"Wave_2323",10.1065203356546
"Wave_2324",6.72201541377413
"Wave_2325",7.55277906771649
"Wave_2326",9.19412909707786
"Wave_2327",6.67401088962627
"Wave_2328",7.25525726363305
"Wave_2329",11.2564177620323
"Wave_2330",10.3749006826006
"Wave_2331",7.96429679646454
"Wave_2332",5.89107723757096
"Wave_2333",3.28426171912142
"Wave_2334",3.36756749055114
"Wave_2335",5.1029286004457
"Wave_2336",2.57845305999568
"Wave_2337",-0.00829879386417458
"Wave_2338",-1.29924180484573
"Wave_2339",-6.24181069950276
"Wave_2340",-8.24506502914876
"Wave_2341",-4.80250920492083
"Wave_2342",-6.51478362061604
"Wave_2343",-14.0113923247461
"Wave_2344",-14.4440961424185
"Wave_2345",-10.9538803057861
"Wave_2346",-10.560430775482
"Wave_2347",-8.94715217112055
"Wave_2348",-7.29354646752163
"Wave_2349",-8.98053927016447
"Wave_2350",-6.53373976097059
"Wave_2351",1.76143978575802
"Wave_2352",5.51656772858584
"Wave_2353",6.61521016107853
"Wave_2354",10.0353182656014
"Wave_2355",15.4061044027473
"Wave_2356",17.0220384788125
"Wave_2357",16.2543904928417
"Wave_2358",18.2130803066297
"Wave_2359",19.4051845574705
"Wave_2360",18.9003577823811
"Wave_2361",20.6930888979688
"Wave_2362",21.4774493168708
"Wave_2363",17.0140226000918
"Wave_2364",16.8012877693313
"Wave_2365",22.8393153745235
"Wave_2366",22.9533776084197
"Wave_2367",19.1721485022904
"Wave_2368",17.7028400945968
"Wave_2369",14.7767776571928
"Wave_2370",12.7159651209096
"Wave_2371",12.4629988190527
"Wave_2372",12.3956585618319
"Wave_2373",13.8230644789742
"Wave_2374",10.8814325728008
"Wave_2375",4.6988008907655
"Wave_2376",2.7915482087885
"Wave_2377",-0.840798008123767
"Wave_2378",-3.67628730484884
"Wave_2379",-1.44512949097386
"Wave_2380",-1.30974865833662
"Wave_2381",-4.70687703234112
"Wave_2382",-5.43381506700295
"Wave_2383",-6.88989950226163
"Wave_2384",-6.04182515710074
"Wave_2385",2.17820244727749
"Wave_2386",4.40732084524284
"Wave_2387",0.57164078395879
"Wave_2388",1.1722344761434
"Wave_2389",-0.742992061443124
"Wave_2390",-3.43705570548113
"Wave_2391",-2.47768080683507
"Wave_2392",-1.07685368276429
"Wave_2393",-0.563085344107644
"Wave_2394",-1.27013378536455
"Wave_2395",-1.24281009818083
"Wave_2396",3.0983331599253
"Wave_2397",7.95032613930577
"Wave_2398",5.11442718453745
"Wave_2399",0.306769641038044
"Wave_2400",1.42427262230747
